Age,Gender,Income
47.16209450054262,0,3956.900662524274
37.24769358223636,0,2367.889073207468
51.5949031064761,0,5279.55198817877
22.53419169624534,1,1428.603867861895
51.30910351604047,1,5471.433334049419
52.18856222505275,1,5688.71631335411
35.04144326616202,1,2887.181601860805
55.60591788034509,0,4887.828549845023
52.68590047788727,1,5768.380750739148
33.86104888115606,0,2973.002692345276
51.51419881165283,0,4205.333680610645
37.44984252024287,0,3147.829494303842
26.45344101924071,1,2210.524698831023
64.72344693547052,0,6189.800331594291
53.95805879247292,0,5144.316961902444
42.54572749113937,0,3361.887354626006
37.31449272150375,0,3111.499430726726
41.52388596796099,0,3880.245877002609
44.96002749162562,1,4543.183219138224
55.36426904422195,0,5241.280259161292
45.55686366590363,0,4377.723245042553
57.04280506618626,0,5691.417162065074
42.45595298510207,1,3819.142561585305
30.19831867503588,1,2253.726990499105
42.14446877113272,1,4128.280752549503
21.42833818766281,1,1133.137738586928
58.36091784830642,0,5527.537148858986
39.47367694210605,0,3476.78073783683
39.13554206553965,0,3522.469808219942
46.9538629238652,1,4726.554131767081
60.25522487401076,1,6557.915213418972
53.22913627553456,1,5990.716229109998
68.54163500682483,1,7948.65130604961
56.01747586956,0,5754.438311650829
24.531104997342,0,1040.394451960401
39.80412601196802,1,3507.293479981596
70.57945177496315,1,8168.000245641054
58.64633392517905,0,5939.946295561474
43.30814892480254,0,3788.002126031907
30.89459049520837,0,2009.4709739211
62.5074759610054,0,6038.791426001572
50.52077713090824,0,4753.858577313849
53.63370986932453,0,4747.882161387492
36.40544732347462,1,3853.067323633158
53.76632058413106,0,4572.310258450374
46.22650847327885,0,4168.106197164168
34.18090217839516,0,2479.857089993161
46.53049428596229,1,4797.81331563406
43.11445882365344,0,3722.213711186272
52.30053516517783,0,5193.146124638452
25.5133908449531,0,1385.393413110038
36.73500455653054,0,2911.537846985498
60.03381111356158,0,6098.158479274798
45.19652856399586,1,4265.972116079375
19.25852037019069,0,923.5920374365805
41.51490133441946,1,3438.53736588477
62.46351242642141,1,7192.509532035641
53.0288045277204,0,4999.606077335799
74.09280349535707,1,9030.450044569798
29.01292491593873,0,1728.877581668992
56.40802493947277,1,6544.950822220712
44.74279177314593,1,4617.319295897005
49.43286305568802,0,4946.642596726827
52.94534027320241,0,4973.011042033822
56.13385570529723,1,5765.582138913456
53.28425660619986,1,5789.499313996309
30.27916700485664,0,2072.243517695577
56.88392563182428,1,5729.356061613256
75.22475713610942,1,8858.854638650739
64.47004863979046,1,7193.764055864637
45.34810131620993,1,5056.844384995929
56.96868848399764,1,5852.116484376053
41.35945692574453,1,3533.980300040151
54.92533586892247,1,6399.034091758285
46.63652093944957,0,3735.7190454911
12.88967085861064,1,-4.032562260304895
63.79275142854812,0,5993.096912915925
50.84287232739524,0,5117.795139965421
41.45367636994229,0,3266.890284079877
51.11877156291877,0,4850.770701958852
77.10988313940371,0,7875.037330645431
25.01446144275737,0,1382.247500463886
54.67590327336931,1,5925.788876754739
36.64302101403106,1,3842.727056490586
49.68062183206758,0,4509.24967528323
64.38891467460004,1,7434.987676372839
53.93792950980051,1,5842.111293797543
39.34787255394696,1,3942.404235000169
46.5564109982495,0,4378.22059484581
42.20493428326283,0,3445.728278422993
68.14338318173557,1,8098.768157942431
28.75724853816704,1,2160.680182718859
66.02038009668325,0,6611.95235560684
41.40002208653872,0,3052.410967354004
51.40419342171403,0,4642.909102639815
33.65086303724508,0,2809.540390095565
45.916450166844,0,4145.847750481729
69.31054668449148,1,7853.941309468337
40.17949367461805,1,3531.330775648697
34.68936449593608,1,3417.62117328019
67.83929136769203,1,7934.371566257926
49.84323535950875,0,4708.078938660585
45.24308469252628,1,4932.530257212482
17.97352320320772,0,493.2716617322007
50.44808396203624,0,4701.065397308998
28.89912179545004,1,1725.819793199562
26.85938308138827,1,2045.145350828486
42.21111293652395,0,3627.618588792679
49.20114261047524,1,5380.62842783122
29.17126185894185,1,1978.729571606705
72.33090969981505,0,7070.180460238996
36.01036320363264,0,2822.026909981736
77.87603534664923,0,8137.846363526523
49.48334665006618,0,4131.772338854093
22.46438058787389,0,637.3950601058277
29.30858073465597,0,2423.24289104959
38.52111681529809,1,3910.481851036011
32.74199118327643,1,3298.847599431421
32.86469802695694,1,3038.352974538967
49.74294680287186,1,4799.014990862731
37.55069168002601,0,2628.137813344639
49.82178179497147,0,4289.673725078498
33.74949882085552,0,2362.547322656228
62.50327056869654,1,7103.22171722665
61.91069773224939,0,6363.936089123639
49.19631634771279,1,4860.102805640673
51.97844435564362,1,5373.824612682978
65.9304679188557,1,7402.522530065489
79.91579089489744,0,8347.466364467653
55.50354136218998,0,5503.593460936395
70.31109338319277,1,7637.581731184721
69.87248291340948,0,7397.62337315685
24.33670374929226,0,998.5824122742926
47.18810233413004,1,4736.515025870704
46.26506147759454,1,4795.659275876445
56.90841644322203,1,5999.025136635297
76.8366148008173,1,8924.35520093378
55.40527337103236,0,4930.554691195232
40.01689214634632,0,3757.179244369976
48.94284853255515,0,4332.254457061747
39.45330049628985,1,3337.106561728255
68.21715388732876,0,7057.43275782105
27.64347315007775,0,1527.274279207792
62.33079593204698,1,7148.103507426591
57.93470477990231,0,5474.20555349233
26.34721296649607,0,750.2717640818048
28.66159213668504,0,1476.734572480974
49.31583369233098,0,4079.340684461172
47.8458196178773,1,4698.380010548211
36.27665393110837,1,3332.023947155342
28.18945879117336,0,1550.113950822378
56.56296371582298,0,4988.380246299899
41.85792523858975,1,3742.930052221464
34.42680677165573,0,2079.094753260447
29.77159637194095,1,1734.078684681166
13.9645542589702,0,-286.2212576642346
62.34520107044953,1,6788.486910287525
54.93191106366793,1,6003.57682851782
30.34397405527903,0,1981.892639716483
39.96149955941333,1,4102.554446968126
23.35718709163928,1,972.1829667906259
46.69060612718204,1,4603.768197357433
29.37342729854073,1,2536.911414473725
45.18953523975152,0,3864.785757897284
56.13739307843976,0,5193.884948920327
48.71415737773396,1,4806.522637073044
30.73444794658515,0,1994.824063079748
48.40809465548887,0,4283.908594328431
52.793016002652,1,5883.891323229257
36.93671613608189,1,3442.336409926339
52.67914084945756,0,4719.801910454334
65.31132578368172,1,7340.962775058122
46.85737633823038,1,4642.735226930784
61.13912432301414,0,5919.215493610623
34.6215947480347,1,3261.370812733043
44.08297963102132,0,4128.882577895415
61.77531133600595,0,5982.106355134726
72.43222745794341,0,7519.597003301754
41.00547428078074,1,4173.339634084648
12.65924350098662,0,-166.1684667173218
46.02847420990916,0,4020.952671158501
59.09111726301012,1,5934.091921239838
38.65410220013094,1,3848.509795228705
43.23461107281657,0,3687.479044992922
52.30380692179155,0,4810.399579537868
54.07817614500228,0,5359.539293698791
40.77332079491346,1,3824.749316385349
64.58155793622838,0,6825.629661963831
50.93501787242432,1,5104.48832628284
67.55035931614853,0,6521.511795104712
39.00148171160532,1,3407.615707590734
38.68732731640493,0,2870.125955979925
18.38781413067006,1,1015.719863334715
57.09496647156142,1,6025.669279109437
42.4951977575227,0,3465.747686001535
55.29551220843839,1,6111.198198437057
48.5527718507283,1,4821.563715173831
54.53596165455926,1,5578.107533569687
70.37456577066769,1,8244.033143909999
28.58724182442796,0,2010.807622229402
28.61492828434331,1,2261.784789652198
54.13062721243421,0,4994.45721999671
49.3861147583264,0,4397.152078840732
48.24380687012773,1,4666.893576695547
27.54985628698286,0,1380.65472213924
51.45168393785573,1,5263.978438334036
55.06223324649923,1,5610.365836662712
43.98151556412086,0,3530.805898499585
49.95856527367305,0,4426.405163290847
68.57945494945548,0,7046.289466776057
35.9632098093782,1,3264.696768368485
67.32202885422892,1,7966.81924339806
51.38490519477654,0,4907.407744080973
49.79356371193383,0,4262.793519234309
16.20590570444798,1,432.0227925161665
42.0015326176173,0,3225.667887142541
51.27280945908987,1,5612.591466078127
28.69924878554675,0,2231.322776526631
14.25828336284513,1,195.4523621154628
20.78185790138689,1,1108.733585243813
48.92548656058558,0,4287.882746644095
30.33049330774562,0,1929.046630292139
51.83027568955634,1,5084.512162869503
35.19582565234287,1,2965.009853584989
60.30122788396341,1,6564.83100203877
59.92149518844845,1,6860.390188194739
30.21223274799721,1,2755.883480393337
43.09105280717534,1,4574.414090353981
25.5507496708511,1,2164.910536165874
67.00608776668825,0,6819.709667843714
59.92033212656583,1,6537.325644238712
65.89974706508835,1,7480.515455982963
41.35820134535353,0,3696.181506022111
34.46694834876718,0,2817.232067340474
61.75544606081742,0,6155.83545773195
42.56022569329838,0,4204.61162416205
20.23015376472638,1,1025.23887421911
58.62607057148043,1,6273.655415263274
37.31207267000082,0,2799.751492247543
66.24323504105254,0,6789.462148455672
43.20680465066246,0,4417.721846910321
27.74440445633049,1,1818.783523464863
44.6872227887027,1,4577.284511662974
56.52898839945678,0,5989.596459491725
42.48045569367227,1,3848.312946159588
29.32535552596458,0,2070.129677537918
53.97489325592843,1,6124.1438894678
